  3.50100E+03  6.74742E-13  1.62250E-12  3.37139E-12  5.73270E-12  8.54134E-12  1.18601E-11  1.58152E-11  2.05066E-11  2.60860E-11  3.26158E-11  4.00937E-11  4.90767E-11
  3.50190E+03  6.75525E-13  1.62255E-12  3.37023E-12  5.73034E-12  8.54321E-12  1.18898E-11  1.59097E-11  2.06635E-11  2.62790E-11  3.28281E-11  4.03220E-11  4.93132E-11
  3.50280E+03  6.77351E-13  1.62218E-12  3.36876E-12  5.72758E-12  8.54081E-12  1.18963E-11  1.59378E-11  2.07123E-11  2.63400E-11  3.28947E-11  4.03893E-11  4.93745E-11
  3.50370E+03  6.78403E-13  1.62055E-12  3.36666E-12  5.72445E-12  8.53651E-12  1.18937E-11  1.59413E-11  2.07222E-11  2.63541E-11  3.29090E-11  4.03956E-11  4.93653E-11
  3.50460E+03  6.75087E-13  1.61653E-12  3.36340E-12  5.72079E-12  8.53201E-12  1.18919E-11  1.59493E-11  2.07403E-11  2.63772E-11  3.29318E-11  4.04104E-11  4.93655E-11
  3.50550E+03  6.69383E-13  1.61215E-12  3.36000E-12  5.71698E-12  8.52725E-12  1.18894E-11  1.59552E-11  2.07544E-11  2.63938E-11  3.29465E-11  4.04201E-11  4.93658E-11
  3.50640E+03  6.68029E-13  1.61195E-12  3.35869E-12  5.71394E-12  8.52240E-12  1.18842E-11  1.59524E-11  2.07530E-11  2.63900E-11  3.29380E-11  4.04057E-11  4.93392E-11
  3.50730E+03  6.72033E-13  1.61538E-12  3.35900E-12  5.71136E-12  8.51749E-12  1.18773E-11  1.59439E-11  2.07418E-11  2.63734E-11  3.29145E-11  4.03742E-11  4.92910E-11
  3.50820E+03  6.76183E-13  1.61784E-12  3.35868E-12  5.70837E-12  8.51226E-12  1.18696E-11  1.59335E-11  2.07276E-11  2.63541E-11  3.28890E-11  4.03417E-11  4.92492E-11
  3.50910E+03  6.76846E-13  1.61785E-12  3.35740E-12  5.70527E-12  8.50690E-12  1.18613E-11  1.59215E-11  2.07115E-11  2.63337E-11  3.28635E-11  4.03105E-11  4.92173E-11
  3.51000E+03  6.71792E-13  1.61551E-12  3.35526E-12  5.70210E-12  8.50103E-12  1.18501E-11  1.59019E-11  2.06833E-11  2.62982E-11  3.28205E-11  4.02584E-11  4.91604E-11
  3.51090E+03  6.62307E-13  1.61088E-12  3.35181E-12  5.69802E-12  8.49236E-12  1.18266E-11  1.58501E-11  2.06033E-11  2.61972E-11  3.27025E-11  4.01217E-11  4.90055E-11
  3.51180E+03  6.57043E-13  1.60719E-12  3.34827E-12  5.69290E-12  8.47719E-12  1.17724E-11  1.57180E-11  2.03946E-11  2.59354E-11  3.24035E-11  3.97873E-11  4.86370E-11
  3.51270E+03  6.59915E-13  1.60777E-12  3.34640E-12  5.68719E-12  8.45638E-12  1.16923E-11  1.55177E-11  2.00768E-11  2.55383E-11  3.19543E-11  3.92928E-11  4.81020E-11
  3.51360E+03  6.62360E-13  1.61000E-12  3.34508E-12  5.68081E-12  8.44162E-12  1.16488E-11  1.54157E-11  1.99168E-11  2.53379E-11  3.17269E-11  3.90428E-11  4.78324E-11
  3.51450E+03  6.59203E-13  1.61032E-12  3.34301E-12  5.67501E-12  8.44216E-12  1.16842E-11  1.55226E-11  2.00912E-11  2.55535E-11  3.19652E-11  3.92995E-11  4.81033E-11
