  6.35  5.35  4.81  4.60  4.52  6.39  5.12  4.64  4.53  4.51  5.38  5.10  4.84  4.72  4.63  4.53  4.52  4.51  6.65  5.85  5.34  5.08  4.86  4.73  4.53  4.52  4.52
  3501.00  5.1915  0.0000  0.0000  0.0000  0.0000  5.8279  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7999  2.7265  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3501.90  5.1940  0.0000  0.0000  0.0000  0.0000  5.8367  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7911  2.7335  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3502.80  5.1966  0.0000  0.0000  0.0000  0.0000  5.8456  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7824  2.7406  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3503.70  5.1991  0.0000  0.0000  0.0000  0.0000  5.8544  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7737  2.7477  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3504.60  5.2017  0.0000  0.0000  0.0000  0.0000  5.8633  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7650  2.7547  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3505.50  5.2042  0.0000  0.0000  0.0000  0.0000  5.8705  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7563  2.7617  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3506.40  5.2068  0.0000  0.0000  0.0000  0.0000  5.8764  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7476  2.7688  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3507.30  5.2093  0.0000  0.0000  0.0000  0.0000  5.8823  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7389  2.7758  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3508.20  5.2119  0.0000  0.0000  0.0000  0.0000  5.8883  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7302  2.7828  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3509.10  5.2144  0.0000  0.0000  0.0000  0.0000  5.8942  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7215  2.7898  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3510.00  5.2170  0.0000  0.0000  0.0000  0.0000  5.9001  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7128  2.7968  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3510.90  5.2195  0.0000  0.0000  0.0000  0.0000  5.9060  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.7037  2.8035  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3511.80  5.2221  0.0000  0.0000  0.0000  0.0000  5.9119  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6948  2.8090  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3512.70  5.2246  0.0000  0.0000  0.0000  0.0000  5.9178  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6859  2.8143  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3513.60  5.2272  0.0000  0.0000  0.0000  0.0000  5.9237  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6771  2.8196  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3514.50  5.2297  0.0000  0.0000  0.0000  0.0000  5.9296  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6682  2.8248  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3515.41  5.2323  0.0000  0.0000  0.0000  0.0000  5.9356  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6593  2.8302  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3516.31  5.2349  0.0000  0.0000  0.0000  0.0000  5.9415  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6504  2.8354  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3517.21  5.2374  0.0000  0.0000  0.0000  0.0000  5.9474  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6416  2.8407  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3518.11  5.2400  0.0000  0.0000  0.0000  0.0000  5.9533  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6328  2.8459  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3519.01  5.2425  0.0000  0.0000  0.0000  0.0000  5.9592  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6239  2.8512  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3519.91  5.2451  0.0000  0.0000  0.0000  0.0000  5.9651  0.0000  0.0000  0.0000  0.0000  0.0002  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6151  2.8564  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3520.81  5.2476  0.0000  0.0000  0.0000  0.0000  5.9710  0.0000  0.0000  0.0000  0.0000  0.0003  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.6067  2.8618  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3521.71  5.2502  0.0000  0.0000  0.0000  0.0000  5.9769  0.0000  0.0000  0.0000  0.0000  0.0004  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.5980  2.8669  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
  3522.61  5.2527  0.0000  0.0000  0.0000  0.0000  5.9829  0.0000  0.0000  0.0000  0.0000  0.0006  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  5.5892  2.8720  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
