      3501.00      0.00000  1.21414e-05      0.00000
      3501.90      0.00000  1.22128e-05      0.00000
      3502.80      0.00000  1.22842e-05      0.00000
      3503.70      0.00000  1.23558e-05      0.00000
      3504.60      0.00000  1.24274e-05      0.00000
      3505.50      0.00000  1.24988e-05      0.00000
      3506.40      0.00000  1.25705e-05      0.00000
      3507.30      0.00000  1.26424e-05      0.00000
      3508.20      0.00000  1.27144e-05      0.00000
      3509.10      0.00000  1.27863e-05      0.00000
      3510.00      0.00000  1.24524e-05      0.00000
      3510.90      0.00000  1.16333e-05      0.00000
      3511.80      0.00000  1.06788e-05      0.00000
      3512.70      0.00000  9.58886e-06      0.00000
      3513.60      0.00000  8.49642e-06      0.00000
      3514.50      0.00000  7.40261e-06      0.00000
      3515.41      0.00000  6.29570e-06      0.00000
      3516.31      0.00000  5.20017e-06      0.00000
      3517.21      0.00000  4.10311e-06      0.00000
      3518.11      0.00000  3.00486e-06      0.00000
      3519.01      0.00000  1.98130e-06      0.00000
      3519.91      0.00000  9.89621e-07      0.00000
      3520.81      0.00000  7.54361e-07      0.00000
      3521.71      0.00000  7.78596e-07      0.00000
      3522.61      0.00000  8.14991e-07      0.00000
      3523.51      0.00000  8.54617e-07      0.00000
      3524.41      0.00000  8.94512e-07      0.00000
      3525.31      0.00000  9.34469e-07      0.00000
      3526.21      0.00000  9.74294e-07      0.00000
      3527.11      0.00000  1.01413e-06      0.00000
      3528.01      0.00000  1.05424e-06      0.00000
      3528.91      0.00000  1.09439e-06      0.00000
      3529.81      0.00000  1.18727e-06      0.00000
      3530.71      0.00000  1.28258e-06      0.00000
      3531.61      0.00000  1.45764e-06      0.00000
      3532.51      0.00000  1.63358e-06      0.00000
      3533.41      0.00000  1.80975e-06      0.00000
      3534.31      0.00000  1.98600e-06      0.00000
      3535.21      0.00000  2.16259e-06      0.00000
      3536.11      0.00000  2.33924e-06      0.00000
      3537.01      0.00000  2.51617e-06      0.00000
      3537.91      0.00000  2.69280e-06      0.00000
      3538.81      0.00000  2.86781e-06      0.00000
      3539.71      0.00000  3.00087e-06      0.00000
      3540.61      0.00000  2.93989e-06      0.00000
      3541.51      0.00000  2.86074e-06      0.00000
      3542.41      0.00000  2.71484e-06      0.00000
      3543.31      0.00000  2.56928e-06      0.00000
      3544.21      0.00000  2.42461e-06      0.00000
      3545.11      0.00000  2.27803e-06      0.00000
      3546.01      0.00000  2.13161e-06      0.00000
      3546.91      0.00000  1.98630e-06      0.00000
      3547.81      0.00000  1.84005e-06      0.00000
      3548.71      0.00000  1.69277e-06      0.00000
      3549.61      0.00000  1.54824e-06      0.00000
      3550.51      0.00000  1.46802e-06      0.00000
      3551.41      0.00000  1.44056e-06      0.00000
      3552.31      0.00000  1.41286e-06      0.00000
      3553.22      0.00000  1.38528e-06      0.00000
      3554.11      0.00000  1.35755e-06      0.00000
      3555.02      0.00000  1.32956e-06      0.00000
      3555.92      0.00000  1.30209e-06      0.00000
      3556.82      0.00000  1.27447e-06      0.00000
      3557.72      0.00000  1.24653e-06      0.00000
      3558.62      0.00000  1.21886e-06      0.00000
      3559.52      0.00000  1.19106e-06      0.00000
      3560.42      0.00000  1.18637e-06      0.00000
      3561.32      0.00000  1.20853e-06      0.00000
      3562.22      0.00000  1.23077e-06      0.00000
      3563.12      0.00000  1.25314e-06      0.00000
      3564.02      0.00000  1.27549e-06      0.00000
      3564.92      0.00000  1.29778e-06      0.00000
      3565.82      0.00000  1.32019e-06      0.00000
      3566.72      0.00000  1.34246e-06      0.00000
      3567.62      0.00000  1.36501e-06      0.00000
      3568.52      0.00000  1.38748e-06      0.00000
      3569.42      0.00000  1.40983e-06      0.00000
      3570.32      0.00000  1.51095e-06      0.00000
      3571.22      0.00000  1.72538e-06      0.00000
      3572.12      0.00000  1.94835e-06      0.00000
      3573.02      0.00000  2.17090e-06      0.00000
      3573.92      0.00000  2.39554e-06      0.00000
      3574.82      0.00000  2.61812e-06      0.00000
      3575.72      0.00000  2.84122e-06      0.00000
      3576.62      0.00000  3.06572e-06      0.00000
      3577.52      0.00000  3.28965e-06      0.00000
      3578.42      0.00000  3.51334e-06      0.00000
      3579.32      0.00000  3.73755e-06      0.00000
      3580.22      0.00000  3.97030e-06      0.00000
      3581.12      0.00000  4.21865e-06      0.00000
      3582.02      0.00000  4.46730e-06      0.00000
      3582.92      0.00000  4.71604e-06      0.00000
      3583.82      0.00000  4.96582e-06      0.00000
      3584.72      0.00000  5.21789e-06      0.00000
      3585.62      0.00000  5.46810e-06      0.00000
      3586.52      0.00000  5.71855e-06      0.00000
      3587.42      0.00000  5.96965e-06      0.00000
      3588.32      0.00000  6.22074e-06      0.00000
      3589.22      0.00000  6.47157e-06      0.00000
      3590.12      0.00000  6.54353e-06      0.00000
      3591.02      0.00000  6.14757e-06      0.00000
      3591.92      0.00000  5.67883e-06      0.00000
      3592.82      0.00000  5.19809e-06      0.00000
      3593.73      0.00000  4.72221e-06      0.00000
      3594.63      0.00000  4.24582e-06      0.00000
      3595.53      0.00000  3.77400e-06      0.00000
      3596.43      0.00000  3.29699e-06      0.00000
      3597.33      0.00000  2.81859e-06      0.00000
      3598.23      0.00000  2.33966e-06      0.00000
      3599.13      0.00000  1.86022e-06      0.00000
      3600.03      0.00000  1.42214e-06      0.00000
      3600.93      0.00000  1.33948e-06      0.00000
      3601.83      0.00000  1.28311e-06      0.00000
      3602.73      0.00000  1.22719e-06      0.00000
      3603.63      0.00000  1.17077e-06      0.00000
      3604.53      0.00000  1.11422e-06      0.00000
      3605.43      0.00000  1.05801e-06      0.00000
      3606.33      0.00000  1.00149e-06      0.00000
      3607.23      0.00000  9.44939e-07      0.00000
      3608.13      0.00000  8.88549e-07      0.00000
      3609.03      0.00000  8.31708e-07      0.00000
      3609.93      0.00000  8.84783e-07      0.00000
      3610.83      0.00000  1.46869e-06      0.00000
      3611.73      0.00000  2.22050e-06      0.00000
      3612.63      0.00000  2.98042e-06      0.00000
      3613.53      0.00000  3.73516e-06      0.00000
      3614.43      0.00000  4.49304e-06      0.00000
      3615.33      0.00000  5.25322e-06      0.00000
      3616.23      0.00000  6.00809e-06      0.00000
      3617.13      0.00000  6.76823e-06      0.00000
      3618.03      0.00000  7.53073e-06      0.00000
      3618.93      0.00000  8.29106e-06      0.00000
      3619.83      0.00000  9.05076e-06      0.00000
      3620.73      0.00000  8.96172e-06      0.00000
      3621.63      0.00000  8.67215e-06      0.00000
      3622.53      0.00000  8.38395e-06      0.00000
      3623.43      0.00000  8.09474e-06      0.00000
      3624.33      0.00000  7.80502e-06      0.00000
      3625.23      0.00000  7.51416e-06      0.00000
